Sentence_ID,Sentence,Word,Label
166,hum daily life mein bohat number use karte hain,use,ENG
166,hum daily life mein bohat number use karte hain,karte,URD
166,hum daily life mein bohat number use karte hain,hain,URD
167,woh account ke baare mein baat kar raha tha,woh,URD
167,woh account ke baare mein baat kar raha tha,account,ENG
167,woh account ke baare mein baat kar raha tha,ke,URD
167,woh account ke baare mein baat kar raha tha,baare,URD
167,woh account ke baare mein baat kar raha tha,mein,URD
167,woh account ke baare mein baat kar raha tha,baat,URD
167,woh account ke baare mein baat kar raha tha,kar,URD
167,woh account ke baare mein baat kar raha tha,raha,URD
167,woh account ke baare mein baat kar raha tha,tha,URD
168,main ne apna function update kar diya,main,URD
168,main ne apna function update kar diya,ne,URD
168,main ne apna function update kar diya,apna,URD
168,main ne apna function update kar diya,function,ENG
168,main ne apna function update kar diya,update,ENG
168,main ne apna function update kar diya,kar,URD
168,main ne apna function update kar diya,diya,URD
169,aap ne yeh subject kaise kiya,aap,URD
169,aap ne yeh subject kaise kiya,ne,URD
169,aap ne yeh subject kaise kiya,yeh,URD
169,aap ne yeh subject kaise kiya,subject,MIX
169,aap ne yeh subject kaise kiya,kaise,URD
169,aap ne yeh subject kaise kiya,kiya,URD
170,is semester mein naya intelligence add hua hai,is,URD
170,is semester mein naya intelligence add hua hai,semester,ENG
170,is semester mein naya intelligence add hua hai,mein,URD
170,is semester mein naya intelligence add hua hai,naya,URD
170,is semester mein naya intelligence add hua hai,intelligence,ENG
170,is semester mein naya intelligence add hua hai,add,ENG
170,is semester mein naya intelligence add hua hai,hua,URD
170,is semester mein naya intelligence add hua hai,hai,URD
171,main model aur file dono seekh raha hoon,main,URD
171,main model aur file dono seekh raha hoon,model,ENG
171,main model aur file dono seekh raha hoon,aur,URD
171,main model aur file dono seekh raha hoon,file,ENG
171,main model aur file dono seekh raha hoon,dono,URD
171,main model aur file dono seekh raha hoon,seekh,URD
171,main model aur file dono seekh raha hoon,raha,URD
171,main model aur file dono seekh raha hoon,hoon,URD
172,main profile aur python dono seekh raha hoon,main,URD
172,main profile aur python dono seekh raha hoon,profile,ENG
172,main profile aur python dono seekh raha hoon,aur,URD
172,main profile aur python dono seekh raha hoon,python,ENG
172,main profile aur python dono seekh raha hoon,dono,URD
172,main profile aur python dono seekh raha hoon,seekh,URD
172,main profile aur python dono seekh raha hoon,raha,URD
172,main profile aur python dono seekh raha hoon,hoon,URD
173,main developer aur college dono seekh raha hoon,main,URD
173,main developer aur college dono seekh raha hoon,developer,ENG
173,main developer aur college dono seekh raha hoon,aur,URD
173,main developer aur college dono seekh raha hoon,college,ENG
173,main developer aur college dono seekh raha hoon,dono,URD
173,main developer aur college dono seekh raha hoon,seekh,URD
173,main developer aur college dono seekh raha hoon,raha,URD
173,main developer aur college dono seekh raha hoon,hoon,URD
174,main semester aur database dono seekh raha hoon,main,URD
174,main semester aur database dono seekh raha hoon,semester,ENG
174,main semester aur database dono seekh raha hoon,aur,URD
174,main semester aur database dono seekh raha hoon,database,ENG
174,main semester aur database dono seekh raha hoon,dono,URD
174,main semester aur database dono seekh raha hoon,seekh,URD
174,main semester aur database dono seekh raha hoon,raha,URD
174,main semester aur database dono seekh raha hoon,hoon,URD
175,main gift aur testing dono seekh raha hoon,main,URD
175,main gift aur testing dono seekh raha hoon,gift,MIX
175,main gift aur testing dono seekh raha hoon,aur,URD
175,main gift aur testing dono seekh raha hoon,testing,ENG
175,main gift aur testing dono seekh raha hoon,dono,URD
175,main gift aur testing dono seekh raha hoon,seekh,URD
175,main gift aur testing dono seekh raha hoon,raha,URD
175,main gift aur testing dono seekh raha hoon,hoon,URD
176,main laptop aur class dono seekh raha hoon,main,URD
176,main laptop aur class dono seekh raha hoon,laptop,ENG
176,main laptop aur class dono seekh raha hoon,aur,URD
176,main laptop aur class dono seekh raha hoon,class,MIX
176,main laptop aur class dono seekh raha hoon,dono,URD
176,main laptop aur class dono seekh raha hoon,seekh,URD
176,main laptop aur class dono seekh raha hoon,raha,URD
176,main laptop aur class dono seekh raha hoon,hoon,URD
177,main presentation aur set dono seekh raha hoon,main,URD
177,main presentation aur set dono seekh raha hoon,presentation,ENG
177,main presentation aur set dono seekh raha hoon,aur,URD
177,main presentation aur set dono seekh raha hoon,set,MIX
177,main presentation aur set dono seekh raha hoon,dono,URD
177,main presentation aur set dono seekh raha hoon,seekh,URD
177,main presentation aur set dono seekh raha hoon,raha,URD
177,main presentation aur set dono seekh raha hoon,hoon,URD
178,main payment aur admission dono seekh raha hoon,main,URD
178,main payment aur admission dono seekh raha hoon,payment,ENG
178,main payment aur admission dono seekh raha hoon,aur,URD
178,main payment aur admission dono seekh raha hoon,admission,ENG
178,main payment aur admission dono seekh raha hoon,dono,URD
178,main payment aur admission dono seekh raha hoon,seekh,URD
178,main payment aur admission dono seekh raha hoon,raha,URD
178,main payment aur admission dono seekh raha hoon,hoon,URD
179,main upload aur intelligence dono seekh raha hoon,main,URD
179,main upload aur intelligence dono seekh raha hoon,upload,ENG
179,main upload aur intelligence dono seekh raha hoon,aur,URD
179,main upload aur intelligence dono seekh raha hoon,intelligence,ENG
179,main upload aur intelligence dono seekh raha hoon,dono,URD
179,main upload aur intelligence dono seekh raha hoon,seekh,URD
179,main upload aur intelligence dono seekh raha hoon,raha,URD
179,main upload aur intelligence dono seekh raha hoon,hoon,URD
180,main settings aur line dono seekh raha hoon,main,URD
180,main settings aur line dono seekh raha hoon,settings,ENG
180,main settings aur line dono seekh raha hoon,aur,URD
180,main settings aur line dono seekh raha hoon,line,MIX
180,main settings aur line dono seekh raha hoon,dono,URD
180,main settings aur line dono seekh raha hoon,seekh,URD
180,main settings aur line dono seekh raha hoon,raha,URD
180,main settings aur line dono seekh raha hoon,hoon,URD
181,main email aur online dono seekh raha hoon,main,URD
181,main email aur online dono seekh raha hoon,email,ENG
181,main email aur online dono seekh raha hoon,aur,URD
181,main email aur online dono seekh raha hoon,online,ENG
181,main email aur online dono seekh raha hoon,dono,URD
181,main email aur online dono seekh raha hoon,seekh,URD
181,main email aur online dono seekh raha hoon,raha,URD
181,main email aur online dono seekh raha hoon,hoon,URD
182,main server aur backup dono seekh raha hoon,main,URD
182,main server aur backup dono seekh raha hoon,server,ENG
182,main server aur backup dono seekh raha hoon,aur,URD
182,main server aur backup dono seekh raha hoon,backup,ENG
182,main server aur backup dono seekh raha hoon,dono,URD
182,main server aur backup dono seekh raha hoon,seekh,URD
182,main server aur backup dono seekh raha hoon,raha,URD
182,main server aur backup dono seekh raha hoon,hoon,URD
183,main phone aur folder dono seekh raha hoon,main,URD
183,main phone aur folder dono seekh raha hoon,phone,MIX
183,main phone aur folder dono seekh raha hoon,aur,URD
183,main phone aur folder dono seekh raha hoon,folder,ENG
183,main phone aur folder dono seekh raha hoon,dono,URD
183,main phone aur folder dono seekh raha hoon,seekh,URD
183,main phone aur folder dono seekh raha hoon,raha,URD
183,main phone aur folder dono seekh raha hoon,hoon,URD
184,main assignment aur Instagram dono seekh raha hoon,main,URD
184,main assignment aur Instagram dono seekh raha hoon,assignment,ENG
184,main assignment aur Instagram dono seekh raha hoon,aur,URD
184,main assignment aur Instagram dono seekh raha hoon,Instagram,ENG
184,main assignment aur Instagram dono seekh raha hoon,dono,URD
184,main assignment aur Instagram dono seekh raha hoon,seekh,URD
184,main assignment aur Instagram dono seekh raha hoon,raha,URD
184,main assignment aur Instagram dono seekh raha hoon,hoon,URD
185,main deployment aur training dono seekh raha hoon,main,URD
185,main deployment aur training dono seekh raha hoon,deployment,ENG
185,main deployment aur training dono seekh raha hoon,aur,URD
185,main deployment aur training dono seekh raha hoon,training,ENG
185,main deployment aur training dono seekh raha hoon,dono,URD
185,main deployment aur training dono seekh raha hoon,seekh,URD
185,main deployment aur training dono seekh raha hoon,raha,URD
185,main deployment aur training dono seekh raha hoon,hoon,URD
186,main cloud aur ticket dono seekh raha hoon,main,URD
186,main cloud aur ticket dono seekh raha hoon,cloud,ENG
186,main cloud aur ticket dono seekh raha hoon,aur,URD
186,main cloud aur ticket dono seekh raha hoon,ticket,MIX
186,main cloud aur ticket dono seekh raha hoon,dono,URD
186,main cloud aur ticket dono seekh raha hoon,seekh,URD
186,main cloud aur ticket dono seekh raha hoon,raha,URD
186,main cloud aur ticket dono seekh raha hoon,hoon,URD
187,main university aur product dono seekh raha hoon,main,URD
187,main university aur product dono seekh raha hoon,university,ENG
187,main university aur product dono seekh raha hoon,aur,URD
187,main university aur product dono seekh raha hoon,product,ENG
187,main university aur product dono seekh raha hoon,dono,URD
187,main university aur product dono seekh raha hoon,seekh,URD
187,main university aur product dono seekh raha hoon,raha,URD
187,main university aur product dono seekh raha hoon,hoon,URD
188,main Facebook aur code dono seekh raha hoon,main,URD
188,main Facebook aur code dono seekh raha hoon,Facebook,ENG
188,main Facebook aur code dono seekh raha hoon,aur,URD
188,main Facebook aur code dono seekh raha hoon,code,ENG
188,main Facebook aur code dono seekh raha hoon,dono,URD
188,main Facebook aur code dono seekh raha hoon,seekh,URD
188,main Facebook aur code dono seekh raha hoon,raha,URD
188,main Facebook aur code dono seekh raha hoon,hoon,URD
189,main skill aur account dono seekh raha hoon,main,URD
189,main skill aur account dono seekh raha hoon,skill,ENG
189,main skill aur account dono seekh raha hoon,aur,URD
189,main skill aur account dono seekh raha hoon,account,ENG
189,main skill aur account dono seekh raha hoon,dono,URD
189,main skill aur account dono seekh raha hoon,seekh,URD
189,main skill aur account dono seekh raha hoon,raha,URD
189,main skill aur account dono seekh raha hoon,hoon,URD
190,main point aur dataset dono seekh raha hoon,main,URD
190,main point aur dataset dono seekh raha hoon,point,MIX
190,main point aur dataset dono seekh raha hoon,aur,URD
190,main point aur dataset dono seekh raha hoon,dataset,ENG
190,main point aur dataset dono seekh raha hoon,dono,URD
190,main point aur dataset dono seekh raha hoon,seekh,URD
190,main point aur dataset dono seekh raha hoon,raha,URD
190,main point aur dataset dono seekh raha hoon,hoon,URD
191,main variable aur number dono seekh raha hoon,main,URD
191,main variable aur number dono seekh raha hoon,variable,ENG
191,main variable aur number dono seekh raha hoon,aur,URD
191,main variable aur number dono seekh raha hoon,number,MIX
191,main variable aur number dono seekh raha hoon,dono,URD
191,main variable aur number dono seekh raha hoon,seekh,URD
191,main variable aur number dono seekh raha hoon,raha,URD
191,main variable aur number dono seekh raha hoon,hoon,URD
192,main staff aur website dono seekh raha hoon,main,URD
192,main staff aur website dono seekh raha hoon,staff,MIX
192,main staff aur website dono seekh raha hoon,aur,URD
192,main staff aur website dono seekh raha hoon,website,ENG
192,main staff aur website dono seekh raha hoon,dono,URD
192,main staff aur website dono seekh raha hoon,seekh,URD
192,main staff aur website dono seekh raha hoon,raha,URD
192,main staff aur website dono seekh raha hoon,hoon,URD
193,main meeting aur group dono seekh raha hoon,main,URD
193,main meeting aur group dono seekh raha hoon,meeting,ENG
193,main meeting aur group dono seekh raha hoon,aur,URD
193,main meeting aur group dono seekh raha hoon,group,MIX
193,main meeting aur group dono seekh raha hoon,dono,URD
193,main meeting aur group dono seekh raha hoon,seekh,URD
193,main meeting aur group dono seekh raha hoon,raha,URD
193,main meeting aur group dono seekh raha hoon,hoon,URD
194,main internet aur machine dono seekh raha hoon,main,URD
194,main internet aur machine dono seekh raha hoon,internet,ENG
194,main internet aur machine dono seekh raha hoon,aur,URD
194,main internet aur machine dono seekh raha hoon,machine,ENG
194,main internet aur machine dono seekh raha hoon,dono,URD
194,main internet aur machine dono seekh raha hoon,seekh,URD
194,main internet aur machine dono seekh raha hoon,raha,URD
194,main internet aur machine dono seekh raha hoon,hoon,URD
195,main scholarship aur error dono seekh raha hoon,main,URD
195,main scholarship aur error dono seekh raha hoon,scholarship,ENG
195,main scholarship aur error dono seekh raha hoon,aur,URD
195,main scholarship aur error dono seekh raha hoon,error,ENG
195,main scholarship aur error dono seekh raha hoon,dono,URD
195,main scholarship aur error dono seekh raha hoon,seekh,URD
195,main scholarship aur error dono seekh raha hoon,raha,URD
195,main scholarship aur error dono seekh raha hoon,hoon,URD
196,main software aur experience dono seekh raha hoon,main,URD
196,main software aur experience dono seekh raha hoon,software,ENG
196,main software aur experience dono seekh raha hoon,aur,URD
196,main software aur experience dono seekh raha hoon,experience,ENG
196,main software aur experience dono seekh raha hoon,dono,URD
196,main software aur experience dono seekh raha hoon,seekh,URD
196,main software aur experience dono seekh raha hoon,raha,URD
196,main software aur experience dono seekh raha hoon,hoon,URD
197,main subject aur artificial dono seekh raha hoon,main,URD
197,main subject aur artificial dono seekh raha hoon,subject,MIX
197,main subject aur artificial dono seekh raha hoon,aur,URD
197,main subject aur artificial dono seekh raha hoon,artificial,ENG
197,main subject aur artificial dono seekh raha hoon,dono,URD
197,main subject aur artificial dono seekh raha hoon,seekh,URD
197,main subject aur artificial dono seekh raha hoon,raha,URD
197,main subject aur artificial dono seekh raha hoon,hoon,URD
198,main network aur learning dono seekh raha hoon,main,URD
198,main network aur learning dono seekh raha hoon,network,ENG
198,main network aur learning dono seekh raha hoon,aur,URD
198,main network aur learning dono seekh raha hoon,learning,ENG
198,main network aur learning dono seekh raha hoon,dono,URD
198,main network aur learning dono seekh raha hoon,seekh,URD
198,main network aur learning dono seekh raha hoon,raha,URD
198,main network aur learning dono seekh raha hoon,hoon,URD
199,main lecture aur feature dono seekh raha hoon,main,URD
199,main lecture aur feature dono seekh raha hoon,lecture,ENG
199,main lecture aur feature dono seekh raha hoon,aur,URD
199,main lecture aur feature dono seekh raha hoon,feature,ENG
199,main lecture aur feature dono seekh raha hoon,dono,URD
199,main lecture aur feature dono seekh raha hoon,seekh,URD
199,main lecture aur feature dono seekh raha hoon,raha,URD
199,main lecture aur feature dono seekh raha hoon,hoon,URD
200,main chapter aur light dono seekh raha hoon,main,URD
200,main chapter aur light dono seekh raha hoon,chapter,MIX
200,main chapter aur light dono seekh raha hoon,aur,URD
200,main chapter aur light dono seekh raha hoon,light,MIX
200,main chapter aur light dono seekh raha hoon,dono,URD
200,main chapter aur light dono seekh raha hoon,seekh,URD
200,main chapter aur light dono seekh raha hoon,raha,URD
200,main chapter aur light dono seekh raha hoon,hoon,URD
